current_belt;gender;training_years;favourite;white_blue;blue_purple;purple_brown;brown_black;training_per_week;both_gi_nogi;gi_or_no_gi;training_time;travel;how_old_when_started;mobility_exercises;yoga;preferred_style;have_fav_athlete;leg_lock_friendly;gym_self_defense;membership;gym_curriculum;time_watching_bjj;do_watch_sport_bjj;num_gis;num_rashguards;num_shorts;bjj_apparel;money_for_gear;education;income;age;age_cat;race;nationality;country;instrutor_encourages_competition;competed;choke
blue belt;Male; 2-4 years;learning crazy new ways to use my body as a weapon; 2-4 years;no answer;no answer;no answer;1-2 times;No;no answer;Morning;Yes;'21-25';No;No;no answer;Yes;No;not a focus;$ 0-50;No;1 hour -2 hours;Yes;'3-4';'1-2';no answer;No;$101-200;Bachelor's Degree;$ 0-25K;29;25-30;no answer;Brazilian;Brazil;Yes;Yes;No
white belt;Male; 0-2 years;the state of flow;no answer;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;No;'21-25';Yes;No;Pressure Passing;Yes;Yes;one of the focuses;$ 51-100;No;3+ hours;Yes;'3-4';'3-4';'1-2';No;$201-300;High School/GED;$ 0-25K;23;20-25;White/Caucasian;usa;USA;Yes;No;Yes
blue belt;Male; 0-2 years;mat time live rolls; 0-2 years;no answer;no answer;no answer;3-4 times;No;Gi;Evening;Yes;'36-40';No;No;Open Guard;Yes;Yes;one of the focuses;$101-200;No;1 hour -2 hours;Yes;'1-2';'1-2';'1-2';No;$ 0-50;Associate's Degree;$ 26K-50K;40;40-45;White/Caucasian;USA;USA;Yes;Yes;Yes
blue belt;Female; 0-2 years;rolling specifically the puzzle aspect; 0-2 years;no answer;no answer;no answer;7+ times;Yes;Gi;Evening;Yes;'31-35';Yes;No;Open Guard;Yes;Only at certain belt levels;not a focus;no answer;Yes;0-1 hour;Yes;'5-6';'3-4';no answer;Yes;$201-300;High School/GED;$ 26K-50K;31;30-35;Asian/Pacific Islander;Canada;Canada;Yes;Yes;Yes
white belt;Male; 0-2 years;testing myself;no answer;no answer;no answer;no answer;1-2 times;Yes;Gi;Lunch;No;'21-25';No;No;Pressure Passing;Yes;Only at certain belt levels;one of the focuses;$ 51-100;Yes;1 hour -2 hours;Yes;'1-2';no answer;no answer;No;$ 0-50;Associate's Degree;$ 26K-50K;41;40-45;White/Caucasian;American ;USA;Yes;No;Yes
purple belt;Male; 6-8 years;friendships that i ve formed from training; 0-2 years; 2-4 years;no answer;no answer;3-4 times;No;Gi;Evening;No;'21-25';No;No;Closed guard;Yes;Yes;not a focus;$101-200;Yes;1 hour -2 hours;Yes;'1-2';'1-2';'1-2';Yes;$ 0-50;High School/GED;$ 26K-50K;31;30-35;White/Caucasian;American;USA;Yes;Yes;Yes
blue belt;Male; 4-6 years;sparring; 0-2 years;no answer;no answer;no answer;1-2 times;No;Gi;Evening;No;'36-40';No;No;Closed guard;Yes;Yes;primary focus;$101-200;No;1 hour -2 hours;Yes;'5-6';'1-2';'1-2';Yes;$301-400;Bachelor's Degree;$100K+;44;40-45;White/Caucasian;Canadian;Canada;Yes;Yes;No
white belt;Male; 0-2 years;rolling;no answer;no answer;no answer;no answer;1-2 times;No;Gi;Morning;No;'21-25';No;No;Open Guard;Yes;Only at certain belt levels;not a focus;$101-200;No;0-1 hour;Yes;'1-2';'1-2';no answer;No;$101-200;Bachelor's Degree;$ 76K-100K;22;20-25;Asian/Pacific Islander;United States;USA;Yes;No;Yes
purple belt;Male; 6-8 years;being with my buddies and staying fit; 2-4 years; 0-2 years;no answer;no answer;3-4 times;Yes;No-gi;Evening;Yes;'26-30';Yes;No;Pressure Passing;No;Only at certain belt levels;not a focus;$ 51-100;No;0-1 hour;No;'3-4';'3-4';'1-2';No;$201-300;Bachelor's Degree;$ 51k-75K;36;35-40;White/Caucasian;Australian;Australia;Yes;Yes;No
blue belt;Male; 6-8 years;too many to list camaraderie feeling of getting a good workout in while loving it feeling of making progress unlocking puzzles as you re able to execute techniques; 2-4 years;no answer;no answer;no answer;1-2 times;Yes;No-gi;Evening;Yes;'21-25';No;No;Pressure Passing;Yes;Only at certain belt levels;one of the focuses;$101-200;Yes;0-1 hour;Yes;'5-6';'3-4';'1-2';No;$ 51-100;Bachelor's Degree;$ 76K-100K;33;30-35;Asian/Pacific Islander;Canadian;Canada;Yes;Yes;Yes
blue belt;Male; 2-4 years;getting back; 0-2 years;no answer;no answer;no answer;5-6 times;Yes;Gi;Evening;No;'16-20';No;No;Open Guard;Yes;Only at certain belt levels;not a focus;$ 0-50;No;1 hour -2 hours;Yes;'3-4';'3-4';'1-2';Yes;$401-500;High School/GED;$ 0-25K;19;15-20;White/Caucasian;USA;USA;Yes;Yes;Yes
white belt;Male; 0-2 years;sparring i m the smallest guy in the gym so the challenge is fun;no answer;no answer;no answer;no answer;1-2 times;Yes;Gi;Lunch;Yes;'11-15';No;No;Closed guard;No;Only at certain belt levels;one of the focuses;$ 0-50;No;0-1 hour;Yes;'1-2';'1-2';'3-4';Yes;$ 0-50;Other;$ 0-25K;18;15-20;White/Caucasian;Israel(in relation to last question, I do not have a political stance on what is going on in the US...);Israel;Yes;No;No
blue belt;Male; 2-4 years;no answer; 0-2 years;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;Yes;'26-30';No;No;Pressure Passing;Yes;Only at certain belt levels;one of the focuses;$101-200;Yes;1 hour -2 hours;Yes;'1-2';'3-4';'1-2';Yes;$ 51-100;Bachelor's Degree;$ 51k-75K;29;25-30;Asian/Pacific Islander;US;USA;Yes;Yes;no answer
blue belt;Male; 2-4 years;executing a technique i learned in sparring; 0-2 years;no answer;no answer;no answer;3-4 times;No;Gi;Evening;No;'26-30';No;No;Pressure Passing;Yes;Yes;one of the focuses;$101-200;Yes;0-1 hour;Yes;'5-6';'1-2';'1-2';No;$ 51-100;Master's Degree;$100K+;38;35-40;White/Caucasian;American ;USA;Yes;Yes;No
purple belt;Male; 6-8 years;no answer; 0-2 years; 2-4 years;no answer;no answer;1-2 times;No;Gi;Lunch;Yes;'31-35';No;No;Pressure Passing;No;Only at certain belt levels;one of the focuses;$101-200;No;1 hour -2 hours;Yes;'3-4';'3-4';'1-2';No;$101-200;High School/GED;$ 26K-50K;39;35-40;Asian/Pacific Islander;no answer;no answer;Yes;Yes;no answer
white belt;Male; 0-2 years;learning new technics and the bond u make with your rolling partners;no answer;no answer;no answer;no answer;1-2 times;No;Gi;Evening;Yes;'16-20';No;No;Open Guard;Yes;Only at certain belt levels;not a focus;$ 0-50;Yes;0-1 hour;Yes;'1-2';no answer;no answer;No;$ 51-100;High School/GED;$ 0-25K;18;15-20;White/Caucasian;Portugal;Portugal;Yes;No;No
white belt;Male; 0-2 years;the moment you finally manage to do a sequence or move you haven t been able to do that moment when all the struggle pays off;no answer;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;No;'21-25';Yes;No;Open Guard;No;Only at certain belt levels;one of the focuses;$101-200;Yes;1 hour -2 hours;Yes;'1-2';'1-2';'1-2';No;$101-200;Associate's Degree;$ 0-25K;25;25-30;White/Caucasian;Icelandic;Iceland;Yes;No;Yes
blue belt;Male; 2-4 years;fun; 2-4 years;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;Yes;'40+';No;No;Pressure Passing;Yes;Yes;one of the focuses;$ 51-100;No;1 hour -2 hours;Yes;'3-4';'3-4';'1-2';No;$ 51-100;Bachelor's Degree;$ 76K-100K;44;40-45;White/Caucasian;American;USA;Yes;Yes;Yes
white belt;Male; 0-2 years;learning sweating empty mind;no answer;no answer;no answer;no answer;3-4 times;No;Gi;Evening;No;'31-35';No;No;Closed guard;No;Only at certain belt levels;not a focus;$ 0-50;No;1 hour -2 hours;Yes;'3-4';'1-2';'3-4';No;$ 51-100;Bachelor's Degree;$ 26K-50K;35;35-40;Hispanic/Latino;Brazilian ;Brazil;Yes;No;Yes
blue belt;Male; 0-2 years;when we learn a technique in class that bigger guys like myself can efficiently employ in matches that and when said techniques actually work; 0-2 years;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;Yes;'26-30';No;No;Pressure Passing;Yes;Only at certain belt levels;one of the focuses;$101-200;Yes;0-1 hour;No;'1-2';'1-2';'1-2';No;$101-200;Ph.D.;$ 76K-100K;27;25-30;Asian/Pacific Islander;Polish and Filipino ;Phillipines;Yes;No;No
white belt;Female; 0-2 years;applying what i ve learned in sparring;no answer;no answer;no answer;no answer;3-4 times;Yes;Gi;Morning;No;'21-25';No;No;Closed guard;No;Yes;one of the focuses;$ 0-50;No;1 hour -2 hours;Yes;'3-4';'5-6';'1-2';No;$201-300;Bachelor's Degree;$ 0-25K;23;20-25;White/Caucasian;USA;USA;Yes;Yes;Yes
white belt;Male; 0-2 years;no answer;no answer;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;No;'31-35';Yes;No;Open Guard;No;No;not a focus;$ 51-100;Yes;0-1 hour;No;'1-2';'1-2';'1-2';No;$ 0-50;Ph.D.;$ 51k-75K;35;35-40;White/Caucasian;US;USA;Yes;Yes;Yes
white belt;Male; 0-2 years;no answer;no answer;no answer;no answer;no answer;1-2 times;No;Gi;Evening;No;'26-30';No;Yes;Closed guard;No;Only at certain belt levels;primary focus;$101-200;No;0-1 hour;Yes;'1-2';no answer;no answer;No;$ 0-50;Bachelor's Degree;$ 76K-100K;32;30-35;White/Caucasian;no answer;no answer;No;Yes;no answer
blue belt;Female; 2-4 years;meditative effect the problem solving channel for aggression and endless energy i have the people; 0-2 years;no answer;no answer;no answer;5-6 times;Yes;Gi;Evening;Yes;'11-15';Yes;Yes;Open Guard;Yes;Yes;not a focus;$ 51-100;No;0-1 hour;No;'5-6';'5-6';'1-2';Yes;$101-200;High School/GED;$ 0-25K;18;15-20;White/Caucasian;Jewish/Polish/German/Lithuanian;Germany;Yes;Yes;No
purple belt;Male;10-12 years;stress relief and self improvement; 0-2 years; 6-8 years;no answer;no answer;5-6 times;Yes;Gi;Morning;Yes;'16-20';No;No;Closed guard;Yes;Yes;not a focus;$101-200;No;0-1 hour;Yes;'7+';'5-6';'1-2';Yes;$501-600;Master's Degree;$100K+;30;30-35;Hispanic/Latino;Us;USA;Yes;Yes;No
white belt;Male; 0-2 years;the friendship and learning;no answer;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;No;'21-25';Yes;No;Leg locking;Yes;Yes;one of the focuses;$101-200;No;2 hours - 3 hours;Yes;'3-4';'3-4';'1-2';Yes;$101-200;Associate's Degree;$ 0-25K;27;25-30;White/Caucasian;American ;USA;Yes;No;Yes
white belt;Male; 0-2 years;the mental focus;no answer;no answer;no answer;no answer;3-4 times;Yes;No-gi;Evening;No;'26-30';No;No;Open Guard;Yes;Yes;one of the focuses;$101-200;Yes;2 hours - 3 hours;No;'1-2';'1-2';'5-6';No;$101-200;Bachelor's Degree;$ 26K-50K;27;25-30;White/Caucasian;United States;USA;Yes;Yes;Yes
purple belt;Male; 4-6 years;rolling; 0-2 years; 2-4 years;no answer;no answer;5-6 times;No;No-gi;Lunch;Yes;'40+';Yes;Yes;Open Guard;Yes;Yes;one of the focuses;$ 0-50;No;0-1 hour;Yes;'3-4';'7+';'7+';No;$201-300;Bachelor's Degree;$ 76K-100K;45;45-50;White/Caucasian;USA;USA;Yes;Yes;Yes
blue belt;Male; 4-6 years;rolling; 2-4 years;no answer;no answer;no answer;1-2 times;No;Gi;Evening;No;'21-25';Yes;Yes;Open Guard;Yes;Only at certain belt levels;not a focus;$101-200;No;1 hour -2 hours;Yes;'3-4';'3-4';'1-2';No;$101-200;Bachelor's Degree;$100K+;33;30-35;White/Caucasian;USA;USA;Yes;Yes;No
white belt;Male; 0-2 years;getting good;no answer;no answer;no answer;no answer;1-2 times;Yes;Gi;Evening;No;'16-20';No;Yes;Open Guard;No;Yes;one of the focuses;$101-200;No;0-1 hour;Yes;'1-2';'5-6';'1-2';No;$101-200;High School/GED;$ 0-25K;20;20-25;White/Caucasian;United States of America ;USA;Yes;Yes;No
purple belt;Male; 2-4 years;no answer; 0-2 years; 0-2 years;no answer;no answer;5-6 times;Yes;Gi;Lunch;Yes;'16-20';No;Yes;Closed guard;Yes;No;one of the focuses;$101-200;Yes;1 hour -2 hours;Yes;'5-6';'5-6';'3-4';No;$301-400;Master's Degree;$ 51k-75K;25;25-30;White/Caucasian;irish;Ireland;Yes;Yes;No
blue belt;Male; 0-2 years;using a sweep submission or an escape that i ve been working on; 0-2 years;no answer;no answer;no answer;5-6 times;No;Gi;Evening;Yes;'16-20';No;No;Closed guard;No;Yes;one of the focuses;$201-300;Yes;None at all;No;'3-4';'3-4';no answer;No;$201-300;Bachelor's Degree;$ 0-25K;20;20-25;White/Caucasian;Jewish/American ;USA;No;No;Yes
blue belt;Male; 4-6 years;development and problem solving social aspect plays a big part too; 4-6 years;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;Yes;'21-25';Yes;No;Pressure Passing;Yes;Yes;one of the focuses;$ 51-100;Yes;1 hour -2 hours;Yes;'3-4';'1-2';'1-2';No;$201-300;Bachelor's Degree;$ 51k-75K;27;25-30;Asian/Pacific Islander;Singaporean;Singapore;Yes;No;Yes
white belt;Male; 0-2 years;progression;no answer;no answer;no answer;no answer;3-4 times;Yes;No-gi;Evening;No;'21-25';No;Yes;Leg locking;Yes;no answer;primary focus;$101-200;Yes;2 hours - 3 hours;Yes;'1-2';'5-6';'5-6';Yes;$101-200;Bachelor's Degree;$ 0-25K;24;20-25;Asian/Pacific Islander;Canadian;Canada;Yes;No;No
white belt;Male; 0-2 years;learning;no answer;no answer;no answer;no answer;1-2 times;Yes;Gi;Evening;Yes;'21-25';No;Yes;Open Guard;No;Yes;primary focus;$ 51-100;Yes;0-1 hour;Yes;'1-2';'3-4';no answer;No;$ 0-50;High School/GED;$ 0-25K;24;20-25;Hispanic/Latino;American;USA;Yes;No;Yes
blue belt;Male; 2-4 years;rolling is like meditation for me it forces me to be totally in the present and when i m getting choked by a pound partner who has me in full mount i don t have space in my brain to worry about whatever was bothering me at work etc; 0-2 years;no answer;no answer;no answer;3-4 times;Yes;No-gi;Evening;Yes;'26-30';No;No;Open Guard;Yes;Yes;one of the focuses;$101-200;Yes;0-1 hour;Yes;'3-4';'3-4';'1-2';No;$101-200;Bachelor's Degree;$100K+;36;35-40;White/Caucasian;US citizen;USA;Yes;No;Yes
purple belt;Male; 6-8 years;choking people bigger than me; 2-4 years; 0-2 years;no answer;no answer;3-4 times;Yes;no answer;Lunch;Yes;'16-20';Yes;No;Open Guard;Yes;Only at certain belt levels;one of the focuses;$ 0-50;No;0-1 hour;Yes;'3-4';'3-4';'1-2';No;$ 0-50;Bachelor's Degree;$ 26K-50K;26;25-30;White/Caucasian;New Zealand;New Zealand;No;Yes;no answer
purple belt;Male; 6-8 years;i m just chasing that flow state every now and then it all comes together; 2-4 years; 2-4 years;no answer;no answer;3-4 times;Yes;no answer;Evening;Yes;'16-20';No;Yes;Open Guard;Yes;Yes;not a focus;$101-200;No;0-1 hour;Yes;'3-4';'3-4';'1-2';Yes;$101-200;Bachelor's Degree;$ 76K-100K;28;25-30;White/Caucasian;US - California;USA;Yes;No;No
white belt;Male; 2-4 years;rolling;no answer;no answer;no answer;no answer;1-2 times;No;Gi;Evening;no answer;'26-30';Yes;Yes;Pressure Passing;Yes;Only at certain belt levels;not a focus;$ 51-100;No;1 hour -2 hours;Yes;'3-4';'1-2';'1-2';No;$101-200;Master's Degree;$100K+;31;30-35;White/Caucasian;no answer;no answer;Yes;Yes;No
white belt;Male; 0-2 years;the physicality;no answer;no answer;no answer;no answer;3-4 times;No;Gi;Evening;No;'31-35';No;No;Open Guard;Yes;Yes;one of the focuses;$ 51-100;No;1 hour -2 hours;Yes;'1-2';'3-4';'1-2';No;$501-600;Associate's Degree;$ 51k-75K;36;35-40;White/Caucasian;USA;USA;Yes;Yes;Yes
blue belt;Male; 6-8 years;fast paced back and forth rolling; 4-6 years;no answer;no answer;no answer;7+ times;Yes;Gi;Evening;Yes;'0-10';No;No;Pressure Passing;Yes;Yes;not a focus;$ 0-50;No;1 hour -2 hours;Yes;'5-6';'5-6';'5-6';No;$101-200;High School/GED;$ 0-25K;18;15-20;White/Caucasian;USA;USA;Yes;Yes;No
blue belt;Male; 2-4 years;no answer; 2-4 years;no answer;no answer;no answer;5-6 times;Yes;Gi;Evening;Yes;'31-35';No;No;Pressure Passing;Yes;Only at certain belt levels;one of the focuses;$101-200;Yes;1 hour -2 hours;Yes;'5-6';'5-6';'1-2';No;$301-400;Bachelor's Degree;$ 26K-50K;36;35-40;White/Caucasian;USA! USA!;USA;No;Yes;Yes
purple belt;Male; 4-6 years;learning from failure; 0-2 years; 0-2 years;no answer;no answer;3-4 times;Yes;Gi;Evening;Yes;'16-20';Yes;Yes;Closed guard;Yes;Only at certain belt levels;one of the focuses;$ 51-100;Yes;0-1 hour;Yes;'5-6';'5-6';'1-2';Yes;$101-200;High School/GED;$ 0-25K;25;25-30;White/Caucasian;American;USA;Yes;Yes;Yes
white belt;Female; 0-2 years;the physical aspect the social aspect my gym is amazing competing;no answer;no answer;no answer;no answer;5-6 times;No;Gi;Evening;Yes;'26-30';No;No;Closed guard;Yes;Yes;not a focus;$101-200;No;1 hour -2 hours;No;'3-4';'1-2';no answer;No;$201-300;Bachelor's Degree;$ 26K-50K;30;30-35;White/Caucasian;Canadian;Canada;Yes;Yes;Yes
white belt;Male; 0-2 years;the idiosyncratic nature of it how each person s unique body and mind shapes their game;no answer;no answer;no answer;no answer;1-2 times;Yes;Gi;Evening;No;'26-30';Yes;Yes;Open Guard;Yes;Only at certain belt levels;one of the focuses;$ 51-100;No;0-1 hour;Yes;'1-2';'3-4';'3-4';Yes;$201-300;Bachelor's Degree;$ 0-25K;27;25-30;White/Caucasian;USA;USA;Yes;Yes;Yes
blue belt;Male; 2-4 years;sparring; 0-2 years;no answer;no answer;no answer;1-2 times;Yes;Gi;Morning;Yes;'26-30';No;No;Pressure Passing;No;Only at certain belt levels;not a focus;$ 0-50;No;0-1 hour;No;'3-4';'5-6';'1-2';No;$ 51-100;Master's Degree;$ 76K-100K;30;30-35;Asian/Pacific Islander;Japanese American;Japan;Yes;Yes;Yes
white belt;Male; 0-2 years;how chill everyone is;no answer;no answer;no answer;no answer;1-2 times;Yes;No-gi;Evening;Yes;'36-40';No;No;Closed guard;No;No;not a focus;$101-200;No;1 hour -2 hours;Yes;'1-2';'7+';'1-2';No;$301-400;Associate's Degree;$ 26K-50K;37;35-40;White/Caucasian;Canadian;Canada;Yes;No;Yes
white belt;Male; 0-2 years;hugging sweaty dudes duh and the mat doesn t care we re all friends after match until next match;no answer;no answer;no answer;no answer;3-4 times;No;Gi;Evening;No;'40+';No;No;no answer;No;Yes;not a focus;$101-200;Yes;0-1 hour;Yes;'1-2';'1-2';'1-2';Yes;$ 0-50;High School/GED;$ 76K-100K;46;45-50;White/Caucasian;mutt...mostly Norwegian and Irish;Ireland;Yes;No;Yes
white belt;Male; 0-2 years;that it takes a lot of thinking in order to submit your opponent you have to be smart;no answer;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;Yes;'16-20';Yes;Yes;Open Guard;Yes;Only at certain belt levels;one of the focuses;$101-200;No;0-1 hour;Yes;'1-2';'3-4';'1-2';Yes;$ 0-50;no answer;no answer;no answer;no answer;White/Caucasian;American;USA;Yes;No;Yes
purple belt;Male; 4-6 years;no answer; 0-2 years; 2-4 years;no answer;no answer;3-4 times;Yes;No-gi;Evening;No;'26-30';No;No;Open Guard;No;Only at certain belt levels;one of the focuses;$101-200;No;0-1 hour;Yes;'3-4';'3-4';'1-2';No;$ 51-100;Bachelor's Degree;$ 51k-75K;36;35-40;Hispanic/Latino;US;USA;No;Yes;Yes
white belt;Male; 0-2 years;work out keeps you energized and healthy while you learn the art;no answer;no answer;no answer;no answer;3-4 times;No;Gi;Morning;No;'26-30';No;No;Closed guard;No;Only at certain belt levels;one of the focuses;$101-200;Yes;0-1 hour;No;'3-4';'3-4';no answer;No;no answer;Associate's Degree;$ 0-25K;29;25-30;Hispanic/Latino;Colombian;Colombia;Yes;No;Yes
blue belt;Male; 2-4 years;learning all the details and reasons why techniques moves work; 0-2 years;no answer;no answer;no answer;3-4 times;Yes;No-gi;Evening;No;'21-25';No;No;Pressure Passing;Yes;No;not a focus;$101-200;No;1 hour -2 hours;Yes;'7+';'7+';'3-4';Yes;$401-500;Other;$ 26K-50K;28;25-30;Asian/Pacific Islander;vietnamese;Vietnam;Yes;Yes;No
blue belt;Male; 2-4 years;improving my own abilities; 2-4 years;no answer;no answer;no answer;3-4 times;Yes;No-gi;Lunch;Yes;'26-30';Yes;Yes;Closed guard;Yes;Yes;one of the focuses;$101-200;Yes;0-1 hour;Yes;'1-2';'5-6';'1-2';No;$101-200;Bachelor's Degree;$ 76K-100K;30;30-35;White/Caucasian;Irish;Ireland;Yes;Yes;No
white belt;Male; 0-2 years;learning new things i don t care about winning or measuring myself don t really even care about stripes and belts much what fascinates me is every little observation about something i m doing wrong not doing or can do better;no answer;no answer;no answer;no answer;1-2 times;Yes;Gi;Evening;Yes;'31-35';No;No;Pressure Passing;No;Only at certain belt levels;one of the focuses;$ 51-100;Yes;0-1 hour;No;'1-2';'3-4';'1-2';No;$201-300;Bachelor's Degree;$100K+;35;35-40;White/Caucasian;USA;USA;Yes;No;Yes
white belt;Male; 0-2 years;no answer;no answer;no answer;no answer;no answer;3-4 times;No;Gi;Lunch;No;'21-25';Yes;No;Open Guard;Yes;No;not a focus;$101-200;No;0-1 hour;Yes;'1-2';'1-2';'1-2';No;$201-300;Bachelor's Degree;$ 26K-50K;23;20-25;White/Caucasian;Australia;Australia;Yes;No;Yes
purple belt;Male; 6-8 years;the competitive aspect of hitting a technique that the other person does not want you to hit; 2-4 years; 2-4 years;no answer;no answer;5-6 times;Yes;No-gi;Lunch;Yes;'16-20';No;Yes;Pressure Passing;Yes;Yes;not a focus;$101-200;No;1 hour -2 hours;Yes;'7+';'3-4';'3-4';Yes;$301-400;Associate's Degree;$ 26K-50K;28;25-30;White/Caucasian;American;USA;Yes;Yes;No
blue belt;Female; 2-4 years;applying a highly technical skill in real time against a resisting opponent and getting to forget all problems and background noise from life letting the body work and getting into the zone of not thinking just acting and reacting i primarily use my brain in my work life so it s great to have something where my body can work; 2-4 years;no answer;no answer;no answer;3-4 times;No;No-gi;Evening;Yes;'21-25';Yes;Yes;Open Guard;Yes;Yes;not a focus;$ 51-100;No;1 hour -2 hours;Yes;'1-2';'7+';'1-2';No;$ 51-100;Master's Degree;$ 51k-75K;27;25-30;Asian/Pacific Islander;Danish;Denmark;Yes;Yes;No
purple belt;Male; 2-4 years;getting better; 0-2 years; 0-2 years;no answer;no answer;5-6 times;Yes;No-gi;Evening;Yes;'16-20';Yes;No;Pressure Passing;Yes;Yes;not a focus;$ 51-100;No;1 hour -2 hours;Yes;'1-2';'1-2';'1-2';No;$ 0-50;High School/GED;$ 0-25K;23;20-25;Asian/Pacific Islander;murica;USA;Yes;Yes;Yes
white belt;Male; 2-4 years;solving constantly changing problems under stress and the stress relief that comes after completely exhausting yourself in the endeavor;no answer;no answer;no answer;no answer;3-4 times;Yes;No-gi;Evening;Yes;'21-25';No;Yes;Closed guard;Yes;Only at certain belt levels;not a focus;$ 51-100;Yes;0-1 hour;Yes;'3-4';'5-6';'1-2';Yes;$101-200;Master's Degree;$ 51k-75K;27;25-30;White/Caucasian;Norway;Norway;Yes;Yes;No
